City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descritpion
696,Leningradskiy,RU,69.3833,178.4167,27.7,95,16,9.93,few clouds
697,Jijiga,ET,9.35,42.8,64.62,78,83,11.88,broken clouds
698,Botou,CN,38.0667,116.5667,74.44,15,0,17.63,light rain
699,Kingman,US,35.1894,-114.053,86.52,9,1,7.83,clear sky
700,Liberta,AG,17.0333,-61.7833,84.74,54,40,13.56,scattered clouds
701,Den Helder,NL,52.9599,4.7593,64.98,72,5,8.05,clear sky
702,Buchanan,LR,5.8808,-10.0467,87.76,76,90,7.78,light rain
703,Tuatapere,NZ,-46.1333,167.6833,49.82,86,100,3.13,moderate rain
704,Lloydminster,CA,53.2835,-110.0016,58.68,51,75,26.46,broken clouds
705,Lerwick,GB,60.1545,-1.1494,50.0,77,90,7.25,overcast clouds
706,Antalaha,MG,-14.9003,50.2788,72.61,86,1,8.63,clear sky
707,Yuanping,CN,38.7153,112.7575,63.23,32,5,3.71,clear sky
708,Chumphon,TH,10.3333,98.8333,73.22,96,91,2.42,overcast clouds
709,Kysyl-Syr,RU,63.8986,122.7617,49.57,69,31,5.41,scattered clouds
710,Gemena,CD,3.25,19.7667,79.7,71,99,1.36,overcast clouds
711,Sioux Lookout,CA,50.1001,-91.917,53.67,35,1,5.75,clear sky
712,Oktyabrskoye,RU,43.0645,44.7417,68.14,68,75,1.74,broken clouds
713,Baghmara,IN,23.795,86.2085,83.89,69,19,9.98,few clouds
714,Dwarka,IN,22.2394,68.9678,83.95,81,25,14.45,scattered clouds
715,Kargopol,RU,61.5071,38.9456,50.56,83,60,7.65,broken clouds
716,Ranot,TH,7.7777,100.3213,80.53,82,98,5.75,overcast clouds
717,Saint-Francois,FR,46.4154,3.9054,72.84,40,0,6.91,clear sky
718,Tokonou,GN,9.65,-9.7833,90.52,43,86,4.99,overcast clouds
719,Piacabucu,BR,-10.4056,-36.4344,81.57,58,62,9.22,broken clouds
